user_id,age,annual_income,monthly_income,current_savings,monthly_investment_capacity,risk_profile,financial_goal,investment_horizon,dependents,tax_bracket,esg_preference,health_risk,investment_knowledge,emergency_fund_months,existing_epf_balance,existing_ppf_balance,existing_nps_balance,recommended_investments
327,52,667854,55654,9996673,52465,Moderate,Emergency Fund,Short Term,0,5%,High,High,Beginner,20,549217,442040,1405794,"REITs, ESG Mutual Funds"
328,61,2088242,174020,14284107,29243,Conservative,Emergency Fund,Long Term,5,20%,High,Low,Advanced,21,1289786,49813,963065,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
329,42,617813,51484,2986714,21201,Conservative,Wealth Creation,Medium Term,4,5%,High,Low,Intermediate,13,3255053,946079,1321661,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
330,46,3932477,327706,10666764,6427,Moderate,Tax Saving,Short Term,4,5%,High,High,Advanced,2,4912436,95455,1469856,"NPS, Insurance, PPF, ESG Mutual Funds"
331,25,3300606,275050,16922408,29822,Moderate,Tax Saving,Medium Term,4,5%,Medium,Medium,Intermediate,12,258529,994024,327834,"NPS, Insurance, PPF"
332,55,2144367,178697,4626202,104496,Aggressive,Child Education,Long Term,1,20%,High,High,Advanced,11,93534,1160824,1834519,"REITs, ESG Mutual Funds"
333,56,1485929,123827,4185085,12950,Conservative,Emergency Fund,Long Term,3,30%,High,Low,Intermediate,6,2884436,444044,865399,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
334,62,4599603,383300,4830000,44193,Conservative,Wealth Creation,Long Term,2,5%,Low,Low,Advanced,18,456242,1785489,1575048,"Fixed Deposit, PPF, Bonds"
335,56,4169372,347447,18493683,21174,Moderate,Tax Saving,Short Term,2,5%,Low,High,Advanced,15,2775378,748973,268886,"NPS, Insurance, PPF"
336,63,2267404,188950,3406955,76746,Aggressive,Retirement,Short Term,2,20%,Medium,Medium,Advanced,21,2564191,1454287,1225093,"NPS, PPF, REITs"
337,30,3357592,279799,10664379,114278,Conservative,Retirement,Medium Term,1,5%,High,High,Advanced,13,2320958,1761838,753896,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
338,29,3081351,256779,16154582,123332,Moderate,Child Education,Medium Term,3,30%,Low,Low,Advanced,19,687645,1765367,588494,REITs
339,29,4818255,401521,6641161,71005,Aggressive,Tax Saving,Short Term,5,5%,Low,High,Advanced,0,4881251,1214042,849628,"NPS, Stocks, PPF, Insurance, REITs"
340,58,2084765,173730,1279981,146597,Moderate,Emergency Fund,Long Term,3,30%,Low,Medium,Intermediate,7,4945929,1537688,1797603,REITs
341,39,1423077,118589,15642782,133366,Aggressive,Retirement,Medium Term,2,30%,Low,High,Beginner,19,1391196,1587976,1078222,"NPS, PPF, REITs"
342,29,4043168,336930,5392617,48961,Aggressive,Emergency Fund,Long Term,1,30%,High,Medium,Intermediate,1,1835587,1596923,1022659,"Mutual Funds, Stocks, Index Funds, ESG Mutual Funds"
343,35,827317,68943,8920352,98845,Conservative,Retirement,Long Term,1,30%,Medium,Medium,Intermediate,14,389545,83686,1360054,"NPS, PPF, Bonds, Fixed Deposit, REITs"
344,41,1165914,97159,17544371,73695,Aggressive,Child Education,Long Term,4,30%,Low,Medium,Advanced,12,3064331,1232451,1370146,REITs
345,25,4634082,386173,8491839,100652,Conservative,Emergency Fund,Medium Term,2,20%,Medium,Medium,Advanced,0,4209713,1849759,291437,"Fixed Deposit, PPF, Bonds, REITs"
346,49,1689202,140766,7767209,22208,Aggressive,Tax Saving,Medium Term,1,5%,Low,Low,Intermediate,19,992625,1386447,483071,"NPS, Insurance, PPF"
347,47,3070126,255843,3853015,128226,Aggressive,House Purchase,Medium Term,1,30%,Low,High,Intermediate,0,2044054,90480,268194,REITs
348,57,1651649,137637,4570588,136386,Conservative,Emergency Fund,Short Term,0,5%,Medium,Low,Advanced,12,4727858,1337191,39049,"Fixed Deposit, PPF, Bonds, REITs"
349,63,2677789,223149,2927242,58778,Moderate,Emergency Fund,Medium Term,3,5%,Low,Medium,Advanced,4,4887590,1720615,1609543,REITs
350,32,4584942,382078,8925841,45967,Aggressive,Tax Saving,Medium Term,3,30%,High,Low,Beginner,12,3233488,277271,227688,"NPS, Stocks, PPF, ESG Mutual Funds, Insurance"
351,22,1997422,166451,17589282,134214,Aggressive,House Purchase,Short Term,4,5%,Low,Medium,Advanced,19,327462,1840780,1643890,"Mutual Funds, Stocks, Index Funds, REITs"
352,55,4522231,376852,3993196,26429,Moderate,Tax Saving,Short Term,4,30%,Low,High,Advanced,13,4379224,882238,776737,"NPS, Insurance, PPF"
353,23,4744423,395368,14443383,62158,Moderate,House Purchase,Medium Term,4,30%,High,High,Beginner,13,1123092,533762,1000637,"REITs, ESG Mutual Funds"
354,35,1003112,83592,9554852,144535,Moderate,Child Education,Short Term,0,30%,High,Low,Advanced,16,988417,1090019,15087,"REITs, ESG Mutual Funds"
355,45,2023176,168598,10649902,109176,Moderate,Retirement,Short Term,3,30%,High,Medium,Intermediate,17,3553091,1184199,766811,"NPS, PPF, REITs, ESG Mutual Funds"
356,60,2611569,217630,13386348,55397,Moderate,Emergency Fund,Long Term,3,5%,Medium,High,Advanced,15,2128841,643098,1211422,REITs
357,43,3639754,303312,4682810,33217,Aggressive,Wealth Creation,Medium Term,5,5%,Low,Low,Advanced,12,2839022,1679512,1154642,"REITs, Stocks, Index Funds"
358,45,344381,28698,3106425,40096,Moderate,Emergency Fund,Medium Term,0,5%,Medium,Low,Intermediate,2,316714,1519375,805990,"Fixed Deposit, Insurance, NPS"
359,59,782034,65169,5931123,131595,Moderate,Retirement,Short Term,5,30%,Medium,Low,Beginner,19,4282785,1081739,1464755,"NPS, PPF, REITs"
360,35,1721725,143477,1260010,96303,Conservative,Tax Saving,Short Term,1,5%,Medium,Medium,Intermediate,21,3314700,850292,1229099,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
361,33,4643140,386928,565614,19987,Conservative,Emergency Fund,Medium Term,5,30%,High,Medium,Intermediate,8,1898304,1271636,407948,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
362,50,3688632,307386,19340668,3219,Moderate,Wealth Creation,Medium Term,4,5%,High,Low,Advanced,9,2851840,1986035,245385,ESG Mutual Funds
363,53,2461688,205140,18099042,67573,Aggressive,House Purchase,Medium Term,4,20%,Low,Medium,Intermediate,21,3864803,1880146,1230664,REITs
364,22,4343058,361921,3951316,69585,Conservative,House Purchase,Long Term,1,30%,High,Low,Intermediate,13,2961986,1083187,1123343,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
365,21,2509137,209094,8380143,77311,Conservative,House Purchase,Long Term,5,20%,Low,High,Beginner,15,2632955,741422,458366,"Fixed Deposit, PPF, Bonds, REITs"
366,57,2557171,213097,6183228,51851,Moderate,Tax Saving,Short Term,1,30%,Low,Medium,Beginner,7,1700929,1750997,523649,"NPS, Insurance, PPF, REITs"
367,60,3286574,273881,5284342,29967,Conservative,Retirement,Long Term,5,20%,High,Low,Advanced,1,4045759,778455,1301634,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
368,41,4430050,369170,19327671,74019,Moderate,Wealth Creation,Long Term,2,20%,Low,High,Beginner,1,4410188,1676190,887464,REITs
369,51,4836290,403024,1142621,133720,Moderate,House Purchase,Long Term,1,20%,Low,High,Advanced,14,2647874,1445379,17655,REITs
370,21,2067919,172326,12781491,28410,Moderate,Child Education,Long Term,2,5%,High,Medium,Beginner,8,3953931,1285730,719525,ESG Mutual Funds
371,44,1842779,153564,16785944,113134,Conservative,House Purchase,Long Term,2,20%,Medium,Medium,Intermediate,5,4793332,275018,1207734,"Fixed Deposit, PPF, Bonds, REITs"
372,64,2217356,184779,3401072,72765,Conservative,Emergency Fund,Medium Term,3,5%,Low,High,Beginner,15,81724,370372,883992,"Fixed Deposit, PPF, Bonds, REITs"
373,52,1428030,119002,17397875,141980,Aggressive,Child Education,Medium Term,2,20%,High,High,Beginner,12,830260,1448174,342552,"REITs, ESG Mutual Funds"
374,24,2107470,175622,8582545,126921,Aggressive,Retirement,Medium Term,5,20%,Medium,Medium,Intermediate,17,4676577,1954219,1698726,"NPS, Stocks, PPF, REITs, Mutual Funds"
375,37,3186857,265571,715563,109940,Conservative,Child Education,Long Term,4,5%,High,High,Advanced,20,4516747,366034,1636426,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
376,39,3278870,273239,10958219,135809,Moderate,Tax Saving,Medium Term,0,20%,High,Medium,Intermediate,20,1215075,1820868,351431,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
377,61,3130218,260851,14203812,108108,Conservative,Retirement,Short Term,2,5%,Medium,Medium,Advanced,9,2243721,1269584,1351917,"NPS, PPF, Bonds, Fixed Deposit, REITs"
378,46,2575393,214616,14978312,97201,Aggressive,Emergency Fund,Long Term,3,20%,Low,Low,Beginner,4,1968195,1388361,527742,REITs
379,65,971631,80969,7115606,45754,Moderate,Retirement,Short Term,0,20%,High,Low,Beginner,24,3330382,1098871,1604313,"NPS, PPF, ESG Mutual Funds"
380,26,1171814,97651,8856436,42704,Conservative,Tax Saving,Medium Term,2,5%,Low,High,Intermediate,14,1060418,275308,1104658,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
381,31,539673,44972,1229605,95543,Moderate,House Purchase,Medium Term,4,20%,High,Medium,Beginner,22,4523872,371272,1239062,"REITs, ESG Mutual Funds"
382,59,4129763,344146,18974179,116026,Aggressive,Tax Saving,Long Term,4,20%,Medium,Medium,Advanced,7,751233,926648,645646,"NPS, Insurance, PPF, REITs"
383,44,3757816,313151,8767677,42820,Moderate,Retirement,Short Term,4,5%,Medium,Medium,Intermediate,17,69768,1442358,1933759,"NPS, PPF"
384,52,4301928,358494,10103260,4394,Moderate,Child Education,Long Term,1,5%,High,Medium,Beginner,13,4702270,916678,827855,ESG Mutual Funds
385,36,1669603,139133,13126942,101184,Conservative,Child Education,Short Term,3,30%,Low,High,Advanced,22,2280569,597010,1359912,"Fixed Deposit, PPF, Bonds, REITs"
386,55,2555042,212920,13904755,51283,Conservative,Wealth Creation,Short Term,2,5%,High,Medium,Advanced,14,2282826,1468997,1306009,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
387,52,1875292,156274,10809018,7084,Conservative,Retirement,Long Term,0,5%,Low,Medium,Intermediate,4,3677705,1524854,17205,"Fixed Deposit, PPF, Bonds, NPS"
388,35,1056627,88052,5106105,5860,Moderate,Wealth Creation,Medium Term,3,20%,Medium,Medium,Intermediate,22,266230,692581,168240,"Index Funds, Stocks, NPS"
389,46,898818,74901,18276497,125246,Conservative,Wealth Creation,Medium Term,3,5%,Low,High,Beginner,12,3715825,518336,1546899,"Fixed Deposit, PPF, Bonds, REITs"
390,23,1970841,164236,15513044,26631,Aggressive,Tax Saving,Short Term,3,20%,High,Medium,Intermediate,5,353881,1561800,1965914,"NPS, Stocks, PPF, ESG Mutual Funds, Insurance"
391,56,4669846,389153,4148389,68404,Moderate,Tax Saving,Medium Term,1,20%,Low,High,Beginner,3,1979424,1327306,910502,"NPS, Insurance, PPF, REITs"
392,41,426397,35533,5665681,74377,Aggressive,Retirement,Medium Term,1,5%,Low,High,Advanced,15,1300166,778879,1616478,"NPS, PPF, REITs"
393,26,2386433,198869,5341482,133050,Conservative,Tax Saving,Long Term,2,30%,Low,Low,Intermediate,20,1291161,1470791,1124814,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
394,27,1355517,112959,16419290,62994,Moderate,Emergency Fund,Long Term,2,20%,High,Low,Beginner,22,3168955,751131,1519175,"REITs, ESG Mutual Funds"
395,29,2402992,200249,1375015,129219,Aggressive,House Purchase,Long Term,2,30%,High,Medium,Beginner,18,1565538,1140054,729105,"Stocks, ESG Mutual Funds, REITs, Mutual Funds, Index Funds"
396,41,4229179,352431,9288355,147364,Conservative,Retirement,Long Term,1,20%,Medium,Medium,Advanced,11,3809090,1509,1627217,"NPS, PPF, Bonds, Fixed Deposit, REITs"
397,61,4544281,378690,12768591,50636,Conservative,Emergency Fund,Medium Term,4,5%,Medium,High,Beginner,21,4521094,1717671,812627,"Fixed Deposit, PPF, Bonds, REITs"
398,33,4696215,391351,16744979,146563,Conservative,Emergency Fund,Medium Term,2,20%,High,Medium,Beginner,3,4388924,1381794,139837,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
399,23,1388625,115718,6044123,10198,Conservative,Retirement,Medium Term,1,5%,Low,High,Advanced,12,4109659,1102727,1308560,"Fixed Deposit, PPF, Bonds, NPS"
400,65,2446968,203914,1697040,98037,Conservative,Emergency Fund,Long Term,0,5%,Low,High,Intermediate,2,3926364,1679860,1339905,"Fixed Deposit, PPF, Bonds, REITs"
401,24,3327667,277305,18774040,111039,Moderate,Tax Saving,Short Term,4,20%,High,Low,Advanced,2,2549336,163442,1980977,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
402,34,4657758,388146,3308781,28535,Aggressive,Wealth Creation,Long Term,3,5%,Low,High,Advanced,7,4781738,1311401,1987058,"Mutual Funds, Stocks, Index Funds"
403,32,4984395,415366,18778124,110838,Aggressive,Retirement,Long Term,4,20%,High,Medium,Advanced,21,3582564,1851416,218318,"NPS, Stocks, PPF, ESG Mutual Funds, REITs"
404,31,1813275,151106,18503778,107265,Aggressive,Child Education,Long Term,1,30%,High,Medium,Intermediate,10,4614416,680849,1771787,"Stocks, ESG Mutual Funds, REITs, Mutual Funds, Index Funds"
405,44,3758986,313248,14498138,86790,Aggressive,Wealth Creation,Long Term,4,5%,Medium,High,Advanced,8,3019970,948758,938475,REITs
406,46,301641,25136,1213093,76575,Aggressive,Retirement,Long Term,1,20%,Low,Medium,Beginner,6,2641611,45511,1618001,"NPS, PPF, REITs"
407,65,2614896,217908,18627852,136026,Aggressive,Emergency Fund,Long Term,1,5%,Low,Medium,Intermediate,4,1161052,555720,769828,REITs
408,58,2395951,199662,7867986,69172,Moderate,Retirement,Long Term,3,30%,Low,High,Beginner,23,2723714,1662840,1011945,"NPS, PPF, REITs"
409,32,4395959,366329,19385152,26999,Aggressive,Tax Saving,Medium Term,0,30%,High,Medium,Beginner,24,469113,1933304,1616697,"NPS, Stocks, PPF, ESG Mutual Funds, Insurance"
410,42,3218650,268220,14622837,111188,Conservative,Wealth Creation,Long Term,5,30%,Low,High,Advanced,12,454058,639177,1099711,"Fixed Deposit, PPF, Bonds, REITs"
411,23,2978621,248218,18167035,41211,Moderate,Emergency Fund,Long Term,1,5%,Low,High,Advanced,12,3738099,1578820,1248082,"REITs, Insurance, Mutual Funds"
412,35,3923339,326944,9773504,105369,Conservative,Wealth Creation,Medium Term,0,20%,High,High,Beginner,17,3348659,550623,178423,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
413,46,4509597,375799,14629102,36177,Conservative,House Purchase,Long Term,1,20%,Medium,High,Advanced,6,4707415,1291838,1542807,"Fixed Deposit, PPF, Bonds"
414,54,2365659,197138,8180745,20781,Moderate,House Purchase,Medium Term,5,30%,Low,Low,Advanced,13,3552916,766021,730454,"PPF, Gold, Insurance"
415,59,503061,41921,10278023,46369,Moderate,Emergency Fund,Medium Term,4,5%,Medium,Low,Beginner,6,3135836,327137,1589082,"Mutual Funds, REITs, Stocks"
416,36,1538805,128233,9703109,5600,Moderate,Tax Saving,Short Term,2,20%,Medium,Low,Intermediate,6,4513116,444334,427402,"NPS, Insurance, PPF"
417,55,4689472,390789,8729122,145864,Moderate,Emergency Fund,Long Term,1,30%,High,High,Beginner,12,4890599,1900104,1391519,"REITs, ESG Mutual Funds"
418,54,664753,55396,8621692,46648,Conservative,Child Education,Short Term,5,30%,Medium,Low,Intermediate,20,69912,139665,815047,"Fixed Deposit, PPF, Bonds"
419,63,2575916,214659,12136948,30283,Conservative,Child Education,Long Term,3,5%,Medium,High,Advanced,3,2646236,1016410,1817754,"Fixed Deposit, PPF, Bonds"
420,59,4759053,396587,3003483,50868,Conservative,Emergency Fund,Medium Term,4,30%,Low,Low,Beginner,16,2557917,699546,1027463,"Fixed Deposit, PPF, Bonds, REITs"
421,46,1617055,134754,666469,92906,Aggressive,Child Education,Medium Term,5,20%,Low,High,Intermediate,1,2161571,1842719,811955,REITs
422,22,4955168,412930,9451745,61135,Conservative,Child Education,Medium Term,5,5%,Low,High,Intermediate,16,1907804,875211,504073,"Fixed Deposit, PPF, Bonds, REITs"
423,57,1581352,131779,14359790,83889,Aggressive,Child Education,Medium Term,4,5%,Low,High,Beginner,18,4541205,1434553,1677941,REITs
424,33,1458547,121545,10418265,139312,Conservative,House Purchase,Short Term,5,30%,Low,Medium,Beginner,17,4470805,1989361,1508776,"Fixed Deposit, PPF, Bonds, REITs"
425,28,1844638,153719,10706806,40147,Aggressive,Retirement,Medium Term,3,20%,Medium,Medium,Advanced,20,2296768,318677,1633907,"NPS, Stocks, PPF, Mutual Funds, Index Funds"
426,33,1195663,99638,4463947,50430,Conservative,Emergency Fund,Long Term,2,30%,High,High,Beginner,19,1947688,484258,1441535,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
427,22,3313702,276141,2716752,126938,Conservative,Emergency Fund,Long Term,3,30%,High,Medium,Beginner,12,4122544,993729,288385,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
428,31,1921180,160098,7642464,10448,Moderate,Retirement,Medium Term,3,5%,High,High,Beginner,24,1715991,138697,371359,"NPS, PPF, ESG Mutual Funds"
429,49,4409938,367494,10951688,121942,Conservative,House Purchase,Medium Term,0,30%,High,Medium,Advanced,10,3306375,1282418,1969517,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
430,57,4797630,399802,17673812,12095,Aggressive,Retirement,Medium Term,3,5%,Low,High,Advanced,12,329266,1169583,812432,"NPS, PPF"
431,54,713520,59460,6420320,78330,Moderate,House Purchase,Medium Term,2,20%,Low,Medium,Intermediate,19,457570,1446936,1084163,REITs
432,30,4188782,349065,15206472,25708,Aggressive,Emergency Fund,Short Term,1,30%,High,High,Beginner,12,3469186,678346,945576,"Mutual Funds, Stocks, Index Funds, ESG Mutual Funds"
433,22,1800542,150045,15272999,54935,Moderate,Retirement,Medium Term,2,30%,High,High,Beginner,22,1036364,191241,239421,"NPS, PPF, REITs, ESG Mutual Funds"
434,49,3344589,278715,2912412,139315,Aggressive,House Purchase,Long Term,4,30%,Low,Medium,Advanced,12,368310,1611158,358371,REITs
435,42,1559043,129920,5489981,39907,Conservative,Tax Saving,Short Term,3,20%,Medium,High,Intermediate,9,1515788,246528,1884378,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
436,29,2001643,166803,168544,68351,Conservative,House Purchase,Medium Term,3,30%,Low,High,Intermediate,7,1819269,1234933,1383010,"Fixed Deposit, PPF, Bonds, REITs"
437,51,4106234,342186,13812396,117834,Conservative,Emergency Fund,Long Term,0,5%,High,Medium,Advanced,20,4677057,1719919,1730679,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
438,34,710360,59196,6252200,40864,Conservative,Tax Saving,Medium Term,0,5%,Low,High,Advanced,19,2503509,694390,1930186,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
439,26,711304,59275,3703663,111302,Conservative,Wealth Creation,Long Term,2,30%,High,High,Advanced,19,4800654,1651103,1178971,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
440,32,4119650,343304,19476885,96421,Conservative,Retirement,Medium Term,2,20%,Medium,Low,Intermediate,17,544637,614114,987374,"NPS, PPF, Bonds, Fixed Deposit, REITs"
441,29,1323605,110300,9257958,88300,Aggressive,House Purchase,Long Term,1,30%,Low,High,Beginner,3,4792974,1530351,1319063,"Mutual Funds, Stocks, Index Funds, REITs"
442,54,1035427,86285,16279036,77284,Moderate,Emergency Fund,Medium Term,2,30%,High,High,Intermediate,4,4719718,1041019,1089902,"REITs, ESG Mutual Funds"
443,61,4475355,372946,16575707,49161,Aggressive,Wealth Creation,Long Term,2,5%,Low,Low,Beginner,14,989232,1546583,1778531,"PPF, Fixed Deposit, Insurance"
444,23,3100052,258337,11782308,148909,Aggressive,Wealth Creation,Short Term,5,5%,High,Medium,Intermediate,2,2581783,629741,1062605,"Stocks, ESG Mutual Funds, REITs, Mutual Funds, Index Funds"
445,56,3017270,251439,255731,31841,Aggressive,Child Education,Medium Term,3,30%,High,High,Beginner,5,1627520,693139,1748658,ESG Mutual Funds
446,42,4319051,359920,15971593,11321,Aggressive,Wealth Creation,Medium Term,1,30%,Medium,High,Intermediate,14,3472489,1945716,1557312,"Stocks, Insurance, NPS"
447,57,2946629,245552,18678655,142479,Conservative,Wealth Creation,Long Term,5,20%,Medium,Low,Beginner,8,261499,711254,786936,"Fixed Deposit, PPF, Bonds, REITs"
448,61,4781808,398484,5619011,104122,Conservative,Emergency Fund,Short Term,2,30%,Medium,High,Beginner,8,3471789,182028,1042398,"Fixed Deposit, PPF, Bonds, REITs"
449,36,3417068,284755,15213460,81332,Conservative,Emergency Fund,Medium Term,1,5%,Medium,Low,Beginner,2,3722646,1061147,52292,"Fixed Deposit, PPF, Bonds, REITs"
450,51,4494759,374563,5219992,51862,Moderate,House Purchase,Long Term,4,20%,Medium,Low,Beginner,16,1113312,430308,1519534,REITs
451,23,4153461,346121,13055302,138929,Conservative,Retirement,Medium Term,0,30%,High,Low,Intermediate,14,387048,216222,1091730,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
452,63,2921278,243439,804312,83826,Aggressive,Wealth Creation,Medium Term,1,5%,Medium,Medium,Advanced,10,3700346,1407449,246731,REITs
453,38,1552593,129382,5334689,73732,Conservative,Retirement,Long Term,4,30%,Low,Low,Advanced,11,4608413,667911,568437,"NPS, PPF, Bonds, Fixed Deposit, REITs"
454,30,2676221,223018,19313027,66179,Conservative,Retirement,Medium Term,4,20%,High,Medium,Beginner,4,243208,987204,1894341,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
455,64,723255,60271,3604317,102558,Conservative,Retirement,Medium Term,3,5%,High,High,Advanced,20,3739945,1292506,745798,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
456,40,3087803,257316,6698714,141849,Conservative,House Purchase,Long Term,1,5%,High,Medium,Beginner,14,2603754,1435454,1351443,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
457,50,4247224,353935,7824367,60666,Conservative,Emergency Fund,Medium Term,2,20%,Low,High,Advanced,10,2724293,950603,1022375,"Fixed Deposit, PPF, Bonds, REITs"
458,22,848323,70693,15999574,31592,Moderate,House Purchase,Medium Term,1,20%,Medium,High,Advanced,4,4260990,215864,850785,"Mutual Funds, Gold, REITs"
459,40,4768993,397416,15517749,107071,Aggressive,House Purchase,Short Term,4,5%,High,Low,Intermediate,12,554150,714529,436707,"REITs, ESG Mutual Funds"
460,65,3916735,326394,14658046,91705,Aggressive,Tax Saving,Short Term,1,30%,High,Low,Advanced,22,4816640,1754788,1020537,"NPS, PPF, ESG Mutual Funds, Insurance, REITs"
461,28,4183157,348596,10967877,147512,Conservative,House Purchase,Short Term,2,20%,Low,High,Beginner,21,3178535,686624,1036612,"Fixed Deposit, PPF, Bonds, REITs"
462,62,815750,67979,3087783,59045,Conservative,Emergency Fund,Long Term,0,5%,High,Low,Intermediate,17,2445306,817852,1290948,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
463,57,4051048,337587,6615482,55912,Aggressive,Child Education,Medium Term,4,30%,Medium,Medium,Advanced,11,748997,1222067,17027,REITs
464,60,4581745,381812,13612614,35437,Moderate,Retirement,Medium Term,4,5%,Low,High,Advanced,11,920216,1806167,591835,"NPS, PPF"
465,22,2273345,189445,14535968,105355,Aggressive,Child Education,Long Term,3,20%,Medium,Medium,Advanced,6,1454669,995877,291648,"Mutual Funds, Stocks, Index Funds, REITs"
466,33,4959213,413267,12954868,96447,Moderate,Wealth Creation,Medium Term,5,5%,Low,Low,Beginner,20,131766,301981,1512758,REITs
467,52,3963599,330299,4605878,24194,Conservative,Tax Saving,Medium Term,3,30%,High,Medium,Advanced,5,3811736,1068320,889453,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
468,56,4075257,339604,12958883,95141,Conservative,Wealth Creation,Medium Term,4,5%,High,Medium,Advanced,7,4208806,564659,861589,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
469,55,3378367,281530,1172794,11926,Aggressive,House Purchase,Long Term,2,5%,High,Medium,Advanced,2,1191916,1531309,1533632,ESG Mutual Funds
470,54,2643947,220328,15650674,137515,Conservative,Emergency Fund,Long Term,0,5%,Medium,High,Advanced,21,654998,1434607,1328939,"Fixed Deposit, PPF, Bonds, REITs"
471,55,2921437,243453,1820810,92058,Aggressive,Retirement,Medium Term,3,30%,Medium,High,Advanced,10,3531739,740115,1673995,"NPS, PPF, REITs"
472,39,2726056,227171,5670641,11260,Aggressive,Emergency Fund,Long Term,2,30%,High,Medium,Beginner,20,3969158,1212449,354584,ESG Mutual Funds
473,57,733018,61084,9839613,9156,Moderate,House Purchase,Short Term,1,30%,Low,Medium,Intermediate,4,2356963,577172,1799059,"NPS, Stocks, Mutual Funds"
474,59,1764767,147063,19906510,41619,Aggressive,House Purchase,Medium Term,1,20%,High,Low,Intermediate,5,4424058,1807775,69395,ESG Mutual Funds
475,42,1008010,84000,4917749,42409,Moderate,House Purchase,Medium Term,1,30%,Medium,High,Advanced,5,1768794,1211645,1540066,"Gold, Stocks, NPS"
476,28,740596,61716,5673736,123638,Moderate,House Purchase,Medium Term,3,30%,High,Low,Intermediate,21,3272148,995286,550764,"REITs, ESG Mutual Funds"
477,30,4749671,395805,14637263,5109,Moderate,House Purchase,Medium Term,5,20%,High,High,Beginner,3,4456811,1336775,742031,ESG Mutual Funds
478,48,2586655,215554,11289641,72864,Moderate,Retirement,Medium Term,5,30%,Medium,Medium,Advanced,23,2028339,1539966,1409055,"NPS, PPF, REITs"
479,58,1935155,161262,17496704,90449,Aggressive,Tax Saving,Short Term,2,30%,Low,High,Beginner,2,100339,862451,204889,"NPS, Insurance, PPF, REITs"
480,54,1171637,97636,15013337,94147,Conservative,Tax Saving,Medium Term,2,5%,Low,Low,Advanced,2,477160,1968188,1245998,"NPS, PPF, Bonds, Fixed Deposit, Insurance"
481,63,2118857,176571,4136598,33451,Conservative,Emergency Fund,Short Term,3,30%,High,High,Beginner,3,1545710,531283,617755,"Fixed Deposit, PPF, Bonds, ESG Mutual Funds"
482,50,935136,77928,15265047,74452,Moderate,Tax Saving,Long Term,2,20%,Low,Low,Intermediate,24,523343,802787,814933,"NPS, Insurance, PPF, REITs"
483,42,803808,66984,8715049,71380,Conservative,House Purchase,Short Term,3,5%,High,Medium,Beginner,20,4127675,227395,301722,"PPF, Bonds, ESG Mutual Funds, Fixed Deposit, REITs"
484,55,3917617,326468,7377834,29852,Moderate,Tax Saving,Medium Term,0,5%,Low,Low,Advanced,23,2102154,1629984,935082,"NPS, Insurance, PPF"
485,22,4475021,372918,5044720,2227,Conservative,Tax Saving,Medium Term,2,5%,High,Medium,Intermediate,18,31069,1080836,1483956,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
486,52,4310924,359243,14681667,107883,Aggressive,Retirement,Long Term,1,5%,Medium,High,Intermediate,3,4758386,1122614,1960925,"NPS, PPF, REITs"
487,43,3097095,258091,10211224,107018,Conservative,Tax Saving,Long Term,0,20%,High,Medium,Beginner,14,2432349,1358519,425974,"NPS, PPF, Bonds, ESG Mutual Funds, Fixed Deposit"
488,32,4951277,412606,1369735,102706,Aggressive,Wealth Creation,Medium Term,5,20%,Low,High,Advanced,11,4081087,177969,1856428,"Mutual Funds, Stocks, Index Funds, REITs"
